TransactionID,CustomerAge,TransactionAmount,TransactionTimeHour,NumPrevTransactions,LocationRiskScore,IsFraud
2250,60,166.43,8,3,0.26,0
2251,54,296.36,3,15,0.88,0
2252,64,9.58,6,10,0.52,0
2253,54,17.61,23,21,0.73,0
2254,29,323.77,21,37,0.04,0
2255,54,77.12,1,15,0.37,0
2256,66,1.43,6,23,0.48,0
2257,66,29.79,8,14,0.19,0
2258,61,59.77,4,15,0.12,0
2259,45,118.06,14,10,0.87,0
2260,64,132.11,17,9,0.94,0
2261,32,538.64,3,44,0.08,0
2262,23,33.9,18,39,0.35,0
2263,61,77.27,19,5,0.96,0
2264,37,76.21,6,25,0.08,0
2265,67,52.03,7,42,0.64,0
2266,31,18.53,16,26,0.97,0
2267,19,379.23,12,8,0.98,0
2268,26,191.95,23,22,0.47,0
2269,54,68.98,20,25,0.16,0
2270,37,92.44,22,48,0.2,0
2271,43,25.78,10,12,0.89,0
2272,46,78.48,0,9,0.91,1
2273,18,118.73,1,10,0.61,0
2274,52,72.4,16,48,0.77,0
2275,23,463.41,4,10,0.74,0
2276,54,94.51,5,9,0.66,0
2277,22,46.36,23,26,0.83,0
2278,50,147.91,6,35,0.69,0
2279,66,18.69,20,27,0.53,0
2280,68,48.53,14,31,0.24,0
2281,31,42.61,18,19,0.74,0
2282,29,56.53,15,43,0.47,0
2283,59,152.23,12,38,0.29,0
2284,37,66.2,4,6,0.8,0
2285,67,157.99,2,15,0.7,0
2286,41,85.92,2,29,0.94,1
2287,60,41.87,18,47,0.17,0
2288,51,166.06,13,45,0.65,0
2289,42,27.22,15,5,0.24,0
2290,67,25.41,21,14,0.9,0
2291,46,70.22,16,2,0.1,0
2292,56,30.23,3,23,0.66,0
2293,48,0.91,12,44,0.79,0
2294,64,104.5,7,46,0.35,0
2295,60,71.56,18,19,0.95,0
2296,67,58.97,4,24,0.85,0
2297,40,341.03,1,20,0.29,0
2298,61,84.68,14,47,0.01,0
2299,55,199.09,1,27,0.3,0
2300,37,15.02,10,24,0.28,0
2301,40,84.21,12,17,0.89,0
2302,62,202.48,22,25,0.97,0
2303,69,87.49,9,46,0.07,0
2304,33,126.59,2,31,0.47,0
2305,67,46.53,4,28,0.55,0
2306,59,9.7,2,28,0.09,0
2307,25,61.23,5,22,0.38,0
2308,67,50.17,12,5,0.32,0
2309,38,201.79,9,44,0.54,0
2310,18,27.97,18,42,0.66,0
2311,25,340.32,7,8,0.7,0
2312,46,317.34,17,38,0.14,0
2313,49,28.45,2,28,0.81,0
2314,55,42.78,23,47,0.68,0
2315,22,225.91,23,12,0.89,0
2316,64,339.99,16,25,0.45,0
2317,39,58.6,7,38,0.89,0
2318,64,38.71,9,44,0.87,0
2319,51,74.67,1,15,0.44,0
2320,18,116.4,11,44,0.38,0
2321,43,31.95,22,41,0.93,0
2322,60,133.36,5,34,0.72,0
2323,27,5.3,1,45,0.93,1
2324,47,5.06,20,13,0.8,0
2325,67,48.82,22,8,0.61,0
2326,35,43.61,23,13,0.12,0
2327,34,37.93,2,36,0.29,0
2328,43,67.53,16,6,0.97,0
2329,25,38.67,6,38,0.32,0
2330,64,21.35,20,32,0.09,0
2331,57,37.03,4,21,0.71,0
2332,66,368.51,22,44,0.73,0
2333,29,52.95,0,44,0.29,0
2334,44,58.83,7,49,0.3,0
2335,25,85.93,11,7,0.47,0
2336,42,409.48,13,26,0.02,0
2337,63,27.65,15,15,0.79,0
2338,21,114.34,9,49,0.32,0
2339,50,125.87,14,42,0.85,0
2340,18,93.48,20,23,0.8,0
2341,36,9.27,23,38,0.66,0
2342,48,112.97,14,41,0.32,0
2343,33,6.62,9,15,0.52,0
2344,31,90.67,20,48,0.44,0
2345,65,134.55,6,40,0.34,0
2346,22,23.7,2,16,0.85,1
2347,58,184.28,1,32,0.48,0
2348,43,3.08,5,37,0.83,0
2349,45,185.67,20,18,0.11,0
2350,19,61.68,8,20,0.14,0
2351,67,24.54,9,46,0.98,0
2352,23,14.36,3,2,0.59,0
2353,26,306.42,2,23,0.51,0
2354,50,7.54,8,30,0.52,0
2355,58,22.2,23,3,0.22,0
2356,42,42.74,21,46,0.72,0
2357,65,96.82,16,39,0.08,0
2358,30,78.7,13,47,0.57,0
2359,26,13.43,9,49,0.57,0
2360,30,34.21,12,1,0.91,0
2361,48,27.28,11,41,0.53,0
2362,58,24.02,0,22,0.14,0
2363,28,52.96,21,29,0.57,0
2364,21,121.75,18,14,0.09,0
2365,51,24.52,18,48,0.2,0
2366,55,45.68,5,28,0.03,0
2367,63,49.58,12,21,0.51,0
2368,21,374.89,18,45,0.08,0
2369,55,309.37,12,32,0.47,0
2370,36,161.01,21,6,0.93,0
2371,23,27.66,20,1,0.72,0
2372,51,7.05,3,21,0.08,0
2373,35,38.11,23,4,0.22,0
2374,30,31.03,1,3,0.67,0
2375,58,70.51,14,49,0.89,0
2376,40,150.39,11,30,0.03,0
2377,36,195.42,6,31,0.81,0
2378,62,186.35,19,34,0.56,0
2379,28,44.58,17,19,0.55,0
2380,18,116.23,22,20,0.96,0
2381,41,37.52,12,23,0.75,0
2382,24,6.28,16,40,0.85,0
2383,42,120.92,3,25,0.35,0
2384,38,0.99,13,15,0.55,0
2385,32,52.62,19,38,0.62,0
2386,18,39.96,12,23,0.32,0
2387,29,118.21,2,2,0.57,0
2388,24,145.35,17,15,0.24,0
2389,32,36.25,13,44,0.14,0
2390,38,166.93,14,35,0.37,0
2391,36,34.8,2,10,0.74,0
2392,46,59.12,0,14,0.92,0
2393,42,129.84,23,27,0.46,0
2394,50,118.06,16,14,0.64,0
2395,66,437.16,2,35,0.1,0
2396,49,25.51,13,33,0.9,0
2397,66,108.57,2,1,0.57,0
2398,52,94.08,12,34,0.78,0
2399,61,246.63,14,19,0.79,0
2400,55,17.0,17,24,0.26,0
2401,43,139.35,13,42,0.53,0
2402,28,84.0,20,4,0.96,0
2403,52,32.11,2,36,0.09,0
2404,25,64.33,18,13,0.68,0
2405,63,40.61,7,32,0.96,0
2406,31,86.59,3,9,0.3,0
2407,27,219.82,3,39,0.86,0
2408,19,84.24,18,16,0.93,0
2409,63,99.89,10,3,0.75,0
2410,26,73.14,0,20,0.23,0
2411,20,5.25,7,10,0.33,0
2412,38,26.51,14,22,0.04,0
2413,43,67.73,0,48,0.83,0
2414,25,37.14,6,3,0.85,0
2415,65,20.06,20,11,0.63,0
2416,19,70.14,19,25,0.35,0
2417,23,38.98,19,42,0.08,0
2418,45,29.86,23,48,0.75,0
2419,46,62.36,10,8,0.73,0
2420,43,14.3,13,9,0.91,0
2421,42,262.76,21,15,0.73,0
2422,29,202.27,15,32,0.83,0
2423,22,122.97,13,3,0.75,0
2424,51,11.23,11,4,0.63,0
2425,65,149.56,16,30,0.43,0
2426,54,165.0,13,13,0.9,0
2427,32,146.0,9,44,0.65,0
2428,61,12.1,23,21,0.4,1
2429,53,103.26,13,41,0.08,0
2430,32,179.77,17,46,0.29,0
2431,60,86.12,21,19,0.54,0
2432,65,103.96,8,39,0.28,0
2433,40,61.32,16,48,0.22,0
2434,23,75.23,5,22,0.53,0
2435,63,3.5,7,20,0.17,0
2436,67,101.88,12,37,0.8,0
2437,61,8.5,17,31,0.48,0
2438,60,57.1,4,10,0.57,0
2439,62,34.62,5,18,0.15,0
2440,38,78.84,20,43,0.32,0
2441,40,14.32,18,39,0.41,0
2442,60,117.65,3,46,0.81,0
2443,33,158.48,6,20,0.77,0
2444,64,17.84,3,18,0.22,0
2445,32,11.02,10,11,0.62,0
2446,42,15.73,11,22,0.24,0
2447,53,209.66,13,44,0.99,0
2448,28,75.12,12,18,0.95,0
2449,68,62.97,9,34,0.56,0
2450,32,11.28,17,23,0.7,0
2451,21,104.86,15,1,0.8,0
2452,38,202.5,4,10,0.72,0
2453,30,176.13,7,1,0.7,0
2454,39,98.36,13,38,0.96,0
2455,36,7.83,4,39,0.6,0
2456,51,11.92,23,49,0.64,0
2457,31,5.06,7,9,0.85,1
2458,21,29.77,5,31,0.67,0
2459,65,14.58,15,7,0.73,0
2460,69,30.12,3,17,0.23,0
2461,63,48.62,11,35,0.37,0
2462,44,286.44,10,48,0.15,0
2463,46,94.26,2,37,0.51,0
2464,64,180.17,11,18,0.46,0
2465,45,123.91,4,33,1.0,0
2466,52,11.94,5,4,0.61,0
2467,25,133.15,18,23,0.79,1
2468,33,32.17,17,11,0.33,0
2469,59,101.92,15,9,0.83,0
2470,53,41.7,22,30,0.62,0
2471,47,606.29,10,8,0.7,0
2472,35,30.59,4,40,0.29,0
2473,19,32.73,8,5,0.55,0
2474,66,266.89,2,12,0.63,0
2475,30,2.5,7,1,0.59,0
2476,21,119.3,5,15,0.92,0
2477,43,129.22,3,25,0.9,0
2478,42,181.02,11,18,0.97,0
2479,47,366.67,11,38,0.67,0
2480,28,371.33,20,42,0.97,0
2481,24,6.75,15,46,0.83,0
2482,48,172.51,9,26,0.27,0
2483,61,103.93,21,40,0.43,0
2484,27,104.23,13,3,0.24,0
2485,56,13.74,12,22,0.0,0
2486,30,105.04,8,26,0.19,0
2487,48,404.46,6,19,0.0,0
2488,24,242.84,11,44,0.72,0
2489,66,57.83,4,44,0.43,0
2490,59,4.08,17,47,0.31,0
2491,59,44.99,3,39,0.76,0
2492,53,175.09,1,36,0.83,0
2493,37,120.9,2,21,0.98,0
2494,21,61.5,11,41,0.64,0
2495,24,5.67,2,48,0.46,0
2496,18,55.67,3,26,0.31,0
2497,61,63.3,5,13,0.22,0
2498,62,263.88,11,36,0.21,0
2499,59,102.47,18,24,0.41,0
2500,64,37.35,9,41,0.99,0
2501,30,74.51,0,26,0.0,0
2502,39,6.83,16,21,0.2,0
2503,38,359.61,15,18,0.19,0
2504,39,44.64,8,15,0.72,0
2505,45,64.98,20,15,0.35,0
2506,26,43.89,8,6,0.46,0
2507,43,114.73,22,43,0.15,0
2508,26,108.54,8,31,0.4,0
2509,32,125.64,11,28,0.1,0
2510,27,31.22,22,8,0.53,0
2511,41,37.93,8,29,0.1,0
2512,59,13.38,14,21,0.79,0
2513,25,106.57,1,17,0.57,0
2514,41,4.06,10,49,0.72,0
2515,33,91.05,10,24,0.42,0
2516,66,203.79,7,36,0.38,0
2517,43,221.49,22,31,0.1,0
2518,44,59.61,5,47,0.52,0
2519,54,61.49,20,34,0.51,0
2520,21,8.01,19,2,0.47,0
2521,67,111.1,6,42,0.74,0
2522,41,172.18,2,3,0.83,0
2523,36,28.06,7,30,0.75,0
2524,53,54.7,17,8,0.14,0
2525,56,182.54,16,7,0.62,0
2526,27,209.66,10,12,0.08,0
2527,42,27.86,1,19,0.69,0
2528,35,79.98,20,26,0.38,0
2529,36,21.38,23,28,0.13,0
2530,53,10.75,18,15,0.86,0
2531,27,242.05,6,14,0.61,0
2532,50,171.76,17,48,0.35,0
2533,67,142.73,7,14,0.03,0
2534,22,5.0,13,3,0.54,0
2535,64,185.62,6,29,0.92,0
2536,66,57.63,20,6,0.6,0
2537,52,41.92,3,49,0.97,0
2538,61,79.07,16,23,0.14,0
2539,51,9.58,4,28,0.57,0
2540,50,141.32,11,14,0.8,0
2541,38,87.33,8,14,0.53,0
2542,34,20.65,19,20,0.09,0
2543,39,20.85,12,13,0.58,0
2544,65,20.36,17,27,0.61,0
2545,54,5.87,19,35,0.73,0
2546,32,88.62,8,45,0.76,0
2547,52,183.48,3,2,0.77,0
2548,45,1.77,20,41,0.66,0
2549,24,5.02,7,45,0.22,0
2550,49,85.04,0,40,0.4,0
2551,28,171.2,16,48,0.78,0
2552,27,39.56,8,24,0.95,0
2553,26,43.02,19,29,0.08,0
2554,31,90.72,12,3,0.54,0
2555,30,32.05,1,45,0.31,0
2556,42,2.7,12,4,0.23,0
2557,19,132.89,8,2,0.51,0
2558,52,98.26,19,20,0.61,0
2559,24,86.93,5,15,0.01,0
2560,38,135.36,0,49,0.78,0
2561,35,112.46,4,32,0.82,0
2562,20,23.05,2,42,0.97,0
2563,59,43.46,3,1,0.18,0
2564,56,13.48,0,38,0.59,0
2565,58,13.91,13,35,0.43,0
2566,66,112.76,8,7,0.33,0
2567,28,195.62,23,45,0.57,0
2568,56,328.96,3,13,0.78,0
2569,41,98.98,17,49,0.02,0
2570,63,20.35,13,1,0.97,0
2571,36,11.17,3,14,0.81,0
2572,21,167.59,9,29,0.75,0
2573,43,86.45,2,3,0.76,0
2574,55,96.31,22,46,0.39,0
2575,59,152.08,6,24,0.75,0
2576,49,121.5,9,1,0.39,0
2577,56,179.85,12,48,0.9,0
2578,62,5.79,3,10,0.18,0
2579,63,137.64,17,13,0.29,0
2580,53,190.28,10,36,0.55,0
2581,57,33.71,3,9,0.32,0
2582,54,102.29,23,14,0.42,0
2583,50,37.71,13,36,0.49,0
2584,53,316.94,17,10,0.86,0
2585,20,3.4,7,40,0.52,0
2586,26,86.7,9,23,0.36,0
2587,25,18.21,4,35,0.25,0
2588,50,124.56,22,7,0.41,0
2589,23,19.35,6,42,0.52,0
2590,58,26.84,11,35,0.75,1
2591,56,68.2,2,2,0.12,0
2592,21,246.32,3,15,0.22,0
2593,30,23.79,9,9,0.38,0
2594,66,15.58,3,47,0.36,0
2595,19,142.29,14,17,0.39,0
2596,22,69.44,9,39,0.79,0
2597,61,242.8,20,18,0.32,0
2598,44,15.85,21,15,0.5,0
2599,49,103.83,15,18,0.62,0
2600,38,26.51,14,24,0.23,0
2601,25,17.05,18,23,0.72,0
2602,55,115.02,19,12,0.55,0
2603,25,90.06,18,23,0.45,0
2604,67,140.58,17,21,0.81,0
2605,20,37.03,11,26,0.24,0
2606,61,59.42,15,8,0.88,0
2607,20,52.0,0,30,0.56,0
2608,39,414.08,15,34,0.61,0
2609,23,34.57,1,2,0.88,0
2610,19,34.93,23,5,0.82,0
2611,40,43.78,14,31,0.6,0
2612,61,83.15,6,33,0.75,0
2613,19,29.08,0,4,0.43,0
2614,55,246.85,4,6,0.55,0
2615,34,30.88,9,23,0.06,0
2616,52,226.16,21,45,0.09,0
2617,51,10.92,20,19,0.83,0
2618,40,106.88,3,43,0.06,0
2619,47,237.5,13,45,0.17,0
2620,69,18.48,12,8,0.8,0
2621,25,345.23,0,39,0.0,1
2622,39,60.31,15,13,0.28,0
2623,61,291.35,22,1,0.58,0
2624,53,112.95,8,6,0.6,0
2625,22,35.89,21,7,0.78,0
2626,30,20.86,15,48,0.51,0
2627,46,36.2,18,27,0.51,1
2628,48,9.76,14,15,0.73,0
2629,64,15.53,13,34,0.5,0
2630,33,11.06,19,23,0.61,0
2631,59,54.98,9,48,0.9,0
2632,47,158.76,20,49,0.4,0
2633,33,15.24,11,24,0.39,0
2634,29,13.96,0,15,0.0,1
2635,34,103.12,20,35,0.61,0
2636,33,21.96,16,4,0.03,0
2637,29,10.27,8,44,0.5,0
2638,25,18.25,22,37,0.8,0
2639,37,257.35,18,17,0.55,0
2640,20,172.3,17,31,0.27,0
2641,33,43.71,6,38,0.79,0
2642,47,106.66,8,10,0.27,0
2643,62,77.06,21,27,0.73,0
2644,40,113.05,20,42,0.61,0
2645,45,114.78,11,6,0.17,0
2646,68,99.08,6,6,0.91,0
2647,57,30.94,13,15,0.2,1
2648,22,3.98,14,4,0.99,0
2649,37,60.8,14,48,0.01,0
2650,57,221.62,5,40,0.26,0
2651,61,84.28,20,7,0.2,0
2652,18,178.61,13,49,0.01,0
2653,47,478.24,1,45,0.73,0
2654,38,17.87,7,47,0.69,0
2655,37,117.69,12,26,0.79,0
2656,23,112.18,22,31,0.26,0
2657,39,390.98,5,2,0.44,0
2658,35,424.06,4,28,0.66,0
2659,25,116.05,4,42,0.44,0
2660,56,27.92,0,13,0.7,0
2661,49,160.22,8,18,0.63,0
2662,50,11.32,5,30,0.11,0
2663,33,151.73,19,11,0.78,0
2664,29,241.01,6,13,0.72,0
2665,55,48.26,8,24,0.66,0
2666,69,99.6,4,29,0.16,0
2667,51,56.24,13,5,0.27,0
2668,31,57.58,4,35,0.39,0
2669,53,37.16,7,19,0.28,0
2670,50,143.6,6,13,0.23,0
2671,40,275.16,12,5,0.81,1
2672,67,282.6,12,44,0.64,0
2673,62,19.21,7,14,0.57,0
2674,19,207.74,10,38,0.23,0
2675,58,133.72,17,22,0.92,0
2676,38,29.15,18,9,0.19,0
2677,19,6.97,5,49,0.79,0
2678,44,31.2,21,40,0.97,0
2679,26,243.28,1,26,0.73,0
2680,18,100.29,12,45,0.99,0
2681,28,127.67,22,5,0.65,0
2682,20,29.73,10,29,0.22,0
2683,69,127.08,0,22,0.2,0
2684,40,2.85,23,49,0.32,0
2685,43,47.05,1,3,0.01,0
2686,21,98.55,16,28,0.68,0
2687,35,15.79,7,38,0.27,0
2688,23,173.16,1,14,0.82,0
2689,52,26.79,5,47,0.36,0
2690,39,105.64,21,14,0.48,0
2691,60,51.95,4,43,0.97,0
2692,32,90.64,15,11,0.24,0
2693,39,11.37,7,9,0.72,0
2694,54,1.71,18,38,0.76,0
2695,69,240.31,15,47,0.22,0
2696,59,31.42,12,44,0.5,0
2697,29,171.3,19,6,0.35,0
2698,64,733.9,6,1,0.77,0
2699,66,23.75,15,25,0.62,0
2700,59,30.81,22,16,0.48,0
2701,55,108.73,15,15,0.78,0
2702,35,336.53,11,34,0.24,0
2703,62,247.47,13,17,0.75,0
2704,52,69.89,23,3,0.87,0
2705,47,158.53,17,3,0.88,0
2706,41,14.59,17,37,0.78,0
2707,59,379.15,15,17,0.41,0
2708,47,333.41,19,49,0.98,0
2709,31,17.88,15,38,0.38,0
2710,23,35.59,12,1,0.64,0
2711,20,10.55,8,7,0.16,1
2712,33,31.71,8,26,0.98,0
2713,24,169.26,12,47,0.7,0
2714,69,47.53,3,39,0.75,0
2715,31,9.26,8,19,0.07,0
2716,26,41.89,14,30,0.76,0
2717,32,398.37,13,43,0.77,0
2718,38,99.34,18,14,0.67,0
2719,52,53.81,11,13,0.29,0
2720,19,18.22,20,20,0.49,0
2721,44,428.14,5,26,0.11,0
2722,19,171.95,2,27,0.47,0
2723,52,33.06,21,25,0.24,0
2724,35,7.26,19,9,0.35,0
2725,31,5.83,15,41,0.16,0
2726,37,12.83,19,48,0.23,0
2727,35,86.93,23,12,0.08,0
2728,27,264.17,22,10,0.92,0
2729,42,68.67,16,6,0.53,1
2730,19,185.12,15,34,0.4,0
2731,42,59.04,5,41,0.54,0
2732,50,123.3,7,19,0.63,0
2733,53,131.63,18,6,0.92,0
2734,48,19.11,1,2,0.18,0
2735,31,44.82,13,15,0.3,0
2736,18,101.42,21,17,0.98,0
2737,63,7.33,11,16,0.37,0
2738,33,44.87,16,28,0.02,0
2739,63,76.53,14,21,0.15,0
2740,69,557.92,17,8,0.03,0
2741,20,64.35,15,10,0.99,0
2742,52,169.31,12,10,0.28,0
2743,58,56.58,20,10,0.92,0
2744,23,159.16,16,9,1.0,0
2745,42,90.49,7,28,0.6,0
2746,30,217.68,0,24,0.03,0
2747,51,52.92,2,19,0.08,0
2748,25,92.71,15,33,0.48,0
2749,38,99.43,1,4,0.41,0
2750,51,54.02,14,3,0.61,1
2751,21,15.58,0,42,0.44,0
2752,42,9.82,8,12,0.93,0
2753,32,1.68,15,18,0.53,0
2754,21,206.78,3,23,0.69,0
2755,62,26.98,11,20,0.9,0
2756,29,23.76,0,6,0.15,0
2757,49,133.19,0,34,0.23,0
2758,49,38.57,6,42,0.11,0
2759,45,70.53,17,2,0.14,0
2760,30,17.73,22,30,0.51,0
2761,48,321.25,22,9,0.32,1
2762,31,190.77,14,27,0.42,0
2763,37,199.36,12,42,0.98,0
2764,35,52.22,15,34,0.16,0
2765,46,143.7,6,40,0.54,0
2766,23,15.53,15,24,0.1,0
2767,49,0.87,12,49,0.32,0
2768,46,2.02,13,17,0.53,0
2769,60,88.33,16,29,0.95,0
2770,19,60.77,11,36,0.39,0
2771,40,72.98,23,12,0.06,0
2772,36,0.75,23,31,0.39,1
2773,48,54.94,19,49,0.15,0
2774,68,126.61,12,9,0.23,0
2775,22,58.46,23,19,0.62,0
2776,36,131.76,19,46,0.07,0
2777,51,26.53,14,46,0.46,0
2778,27,167.74,23,17,0.61,0
2779,42,88.78,20,2,0.42,0
2780,19,23.67,3,40,0.02,0
2781,28,27.01,21,5,0.99,0
2782,67,98.89,1,39,0.37,0
2783,48,177.16,17,48,0.78,0
2784,32,53.72,1,16,0.33,0
2785,26,29.88,14,17,0.48,0
2786,40,201.75,18,27,0.39,0
2787,36,110.64,14,7,0.34,0
2788,26,59.44,19,8,0.02,0
2789,52,66.92,9,8,0.36,0
2790,38,22.85,23,23,0.89,0
2791,26,98.56,19,32,0.69,0
2792,45,44.43,10,43,0.15,0
2793,63,543.65,9,47,0.59,0
2794,68,65.43,22,18,0.89,0
2795,24,66.53,4,38,0.7,0
2796,33,83.44,8,12,0.15,0
2797,33,248.6,19,15,0.87,0
2798,50,161.35,18,28,0.3,0
2799,21,59.99,12,38,0.45,0
2800,21,126.83,17,31,0.53,0
2801,56,88.25,16,9,0.85,0
2802,57,67.8,5,8,0.93,0
2803,34,21.36,9,46,0.93,0
2804,54,62.35,1,19,0.01,0
2805,56,28.21,23,8,0.92,0
2806,69,246.32,5,34,0.05,0
2807,46,40.86,20,4,0.27,0
2808,69,304.21,12,31,0.51,0
2809,53,76.15,17,38,0.48,0
2810,55,99.84,6,3,0.6,1
2811,56,78.29,1,35,0.48,0
2812,67,13.86,13,19,0.93,0
2813,54,47.13,4,43,0.24,0
2814,69,10.44,17,29,0.27,0
2815,52,97.54,10,10,0.92,0
2816,24,59.22,9,12,0.08,0
2817,44,150.5,10,46,0.61,0
2818,45,24.91,1,30,0.68,0
2819,39,17.98,14,30,0.51,0
2820,31,52.14,6,18,0.69,0
2821,24,261.16,8,24,0.17,0
2822,54,123.93,4,32,0.85,0
2823,39,54.29,6,9,0.14,0
2824,22,72.83,19,47,0.4,0
2825,19,8.8,1,24,0.08,1
2826,44,417.18,2,26,0.55,0
2827,38,109.78,1,3,0.67,0
2828,55,33.6,20,23,0.94,0
2829,32,88.14,21,11,0.74,0
2830,38,11.6,22,10,0.54,0
2831,27,337.66,18,36,0.93,0
2832,40,19.21,3,13,0.48,0
2833,56,104.42,23,29,0.56,0
2834,22,28.16,19,38,0.6,0
2835,18,126.43,6,13,0.41,0
2836,30,149.98,21,26,0.84,0
2837,38,111.91,6,20,0.19,0
2838,43,95.32,16,5,0.55,0
2839,67,223.0,18,20,0.72,0
2840,62,8.19,21,14,0.9,0
2841,38,40.18,15,45,0.88,0
2842,35,28.54,2,14,0.51,0
2843,54,442.4,14,8,0.64,0
2844,62,49.33,13,48,0.39,0
2845,49,131.91,14,13,0.47,0
2846,53,115.43,13,24,0.91,0
2847,34,23.84,6,15,0.93,0
2848,52,27.31,2,1,0.9,0
2849,66,33.03,16,22,0.14,0
2850,28,52.95,9,34,0.85,0
2851,38,26.7,14,40,0.95,0
2852,69,1.98,5,3,0.36,0
2853,43,211.52,16,26,0.52,0
2854,21,337.0,16,14,0.78,0
2855,51,41.79,13,41,0.56,0
2856,69,41.33,23,8,0.99,0
2857,65,0.71,17,49,0.46,0
2858,35,114.02,4,16,0.71,0
2859,57,174.55,7,42,0.79,0
2860,52,15.85,6,21,0.49,0
2861,58,17.4,22,10,0.86,0
2862,46,156.1,3,25,0.55,0
2863,69,95.79,17,38,0.41,0
2864,46,4.59,4,22,0.11,0
2865,55,97.43,15,49,0.39,0
2866,59,36.95,13,48,0.73,0
2867,38,46.0,18,47,0.92,0
2868,59,146.85,13,46,0.25,0
2869,30,166.57,8,4,0.36,0
2870,66,51.14,5,4,0.15,0
2871,58,294.04,16,30,0.69,0
2872,34,52.17,18,2,0.96,0
2873,26,147.77,11,29,0.64,0
2874,58,66.14,3,43,0.62,0
2875,18,227.82,15,36,0.55,0
2876,19,238.34,10,21,0.09,0
2877,65,9.15,21,21,0.73,0
2878,46,275.66,3,48,0.6,0
2879,50,174.6,16,21,0.66,0
2880,27,156.69,7,4,0.9,0
2881,67,22.43,13,1,0.78,0
2882,57,163.54,1,26,0.78,0
2883,38,189.8,10,2,0.93,0
2884,45,34.13,10,9,0.99,1
2885,28,304.2,23,45,0.58,0
2886,51,5.11,21,18,0.11,0
2887,25,16.24,23,48,0.46,0
2888,39,77.13,5,48,0.79,0
2889,25,85.75,20,42,0.03,0
2890,66,103.61,20,41,0.06,0
2891,32,1.71,13,11,0.07,0
2892,34,322.81,9,25,0.73,0
2893,40,4.56,7,26,0.5,0
2894,41,15.44,6,36,0.37,0
2895,62,1.41,7,42,0.11,0
2896,36,83.67,7,35,0.73,0
2897,22,269.22,22,38,0.32,0
2898,49,109.65,1,3,0.27,0
2899,61,172.97,15,41,0.65,0
2900,18,1.34,8,35,0.56,0
2901,40,78.09,12,40,0.36,0
2902,54,61.54,22,22,0.64,1
2903,25,69.11,11,8,0.27,0
2904,30,7.5,21,15,0.79,1
2905,25,115.34,16,45,0.23,0
2906,40,69.96,1,7,0.16,0
2907,60,144.88,12,19,0.78,0
2908,18,66.42,0,40,0.71,0
2909,62,16.18,18,42,0.18,0
2910,68,104.49,10,17,0.12,0
2911,41,18.92,4,1,0.84,0
2912,52,205.88,0,45,0.78,0
2913,41,94.96,19,29,0.33,0
2914,34,17.1,12,13,0.66,1
2915,22,327.91,7,48,0.12,0
2916,37,73.06,5,29,0.51,0
2917,38,7.57,16,41,0.02,0
2918,57,98.57,11,42,0.39,1
2919,48,29.2,0,6,0.07,0
2920,63,162.81,2,5,0.48,1
2921,53,170.28,13,34,0.42,0
2922,28,386.07,7,11,0.44,0
2923,69,69.69,10,9,0.05,0
2924,32,60.69,13,38,0.36,0
2925,36,140.03,7,40,0.76,0
2926,24,14.21,2,41,0.37,0
2927,68,79.17,6,9,0.72,0
2928,45,79.02,18,8,0.37,0
2929,68,9.37,3,44,0.42,0
2930,60,54.13,15,40,0.56,0
2931,22,191.93,12,3,0.95,0
2932,22,193.9,19,13,0.11,0
2933,47,10.45,18,19,0.03,0
2934,49,9.51,4,34,0.61,0
2935,25,30.48,22,32,0.95,0
2936,27,207.76,4,49,0.99,0
2937,55,13.8,19,16,0.48,0
2938,64,127.3,23,36,0.47,0
2939,49,10.67,3,18,0.64,0
2940,65,97.59,1,14,0.56,0
2941,45,44.02,12,30,0.63,0
2942,34,155.55,15,2,0.87,0
2943,48,26.62,21,13,0.75,0
2944,25,101.94,1,27,0.5,0
2945,57,26.88,18,17,0.46,1
2946,42,125.06,16,31,0.64,0
2947,26,206.89,4,15,0.46,0
2948,19,13.56,17,20,0.46,0
2949,32,201.44,22,5,0.02,0
2950,67,90.04,20,7,0.17,0
2951,20,13.59,17,18,0.49,0
2952,66,55.78,7,11,0.82,0
2953,53,17.54,14,32,0.28,0
2954,21,120.51,12,27,0.52,0
2955,31,142.24,12,26,0.34,0
2956,58,11.18,15,37,0.1,0
2957,58,70.55,21,45,0.96,0
2958,42,168.54,19,28,0.85,0
2959,67,275.14,12,2,0.08,1
2960,27,72.06,19,20,0.72,0
2961,38,300.13,1,4,0.35,0
2962,53,76.72,2,13,0.99,0
2963,29,50.12,14,24,0.3,0
2964,44,188.52,22,48,0.24,0
2965,57,67.92,18,38,0.57,0
2966,19,63.85,12,40,0.84,0
2967,30,67.4,4,48,0.19,0
2968,49,187.59,21,45,0.71,0
2969,48,178.34,5,29,0.06,0
2970,33,51.67,13,36,0.92,0
2971,49,40.54,3,2,0.08,0
2972,49,67.71,21,41,0.91,0
2973,51,85.04,18,18,0.49,1
2974,28,27.23,22,49,0.45,0
2975,27,157.97,6,8,0.97,0
2976,32,66.65,3,15,0.99,0
2977,34,40.65,1,41,0.65,0
2978,57,11.3,6,17,0.13,0
2979,35,27.29,2,23,0.51,0
2980,26,298.15,14,2,0.53,0
2981,42,36.4,0,6,0.51,0
2982,57,18.5,1,29,0.57,0
